Datetime,kwh
25-02-2020 14:00,0.1514
25-02-2020 15:00,0.1473
25-02-2020 16:00,0.1723
25-02-2020 17:00,0.2004
25-02-2020 18:00,0.22
25-02-2020 19:00,0.2014
25-02-2020 20:00,0.2052
25-02-2020 21:00,0.206
25-02-2020 22:00,0.1358
25-02-2020 23:00,0.0913
26-02-2020 00:00,0.0864
26-02-2020 01:00,0.0964
26-02-2020 02:00,0.0974
26-02-2020 03:00,0.096
26-02-2020 04:00,0.0815
26-02-2020 05:00,0.1008
26-02-2020 06:00,0.1046
26-02-2020 07:00,0.0802
26-02-2020 08:00,0.2152
26-02-2020 09:00,0.1504
26-02-2020 10:00,0.1593
26-02-2020 11:00,0.2481
26-02-2020 12:00,0.2108
26-02-2020 13:00,0.1548
26-02-2020 14:00,0.127
26-02-2020 15:00,0.1233
26-02-2020 16:00,0.5526
26-02-2020 17:00,0.2174
26-02-2020 18:00,0.2463
26-02-2020 19:00,0.2197
26-02-2020 20:00,0.3844
26-02-2020 21:00,0.1759
26-02-2020 22:00,0.2751
26-02-2020 23:00,0.1791
27-02-2020 00:00,0.098
27-02-2020 01:00,0.0921
27-02-2020 02:00,0.0936
27-02-2020 03:00,0.0948
27-02-2020 04:00,0.0853
27-02-2020 05:00,0.0967
27-02-2020 06:00,0.1028
27-02-2020 07:00,0.1638
27-02-2020 08:00,0.1387
27-02-2020 09:00,0.4056
27-02-2020 10:00,0.2231
27-02-2020 11:00,0.1583
27-02-2020 12:00,0.3287
27-02-2020 13:00,0.1717
27-02-2020 14:00,0.1601
27-02-2020 15:00,0.2051
27-02-2020 16:00,0.2387
27-02-2020 17:00,0.2773
27-02-2020 18:00,0.405
27-02-2020 19:00,0.2822
27-02-2020 20:00,0.3074
27-02-2020 21:00,0.2727
27-02-2020 22:00,0.1276
27-02-2020 23:00,0.1054
28-02-2020 00:00,0.0955
28-02-2020 01:00,0.0962
28-02-2020 02:00,0.0831
28-02-2020 03:00,0.1033
28-02-2020 04:00,0.0941
28-02-2020 05:00,0.1027
28-02-2020 06:00,0.0781
28-02-2020 07:00,0.1646
28-02-2020 08:00,0.1146
28-02-2020 09:00,0.1664
28-02-2020 10:00,0.1939
28-02-2020 11:00,0.1538
28-02-2020 12:00,0.2798
28-02-2020 13:00,0.3471
28-02-2020 14:00,0.1543
28-02-2020 15:00,0.1203
28-02-2020 16:00,0.1216
28-02-2020 17:00,0.2333
28-02-2020 18:00,0.2307
28-02-2020 19:00,0.1589
28-02-2020 20:00,0.1239
28-02-2020 21:00,0.4395
28-02-2020 22:00,0.7483
28-02-2020 23:00,0.0977
29-02-2020 00:00,0.08
29-02-2020 01:00,0.1045
29-02-2020 02:00,0.0981
29-02-2020 03:00,0.077
29-02-2020 04:00,0.089
29-02-2020 05:00,0.0987
29-02-2020 06:00,0.0918
29-02-2020 07:00,0.1427
29-02-2020 08:00,0.1554
29-02-2020 09:00,0.1354
29-02-2020 10:00,0.1424
29-02-2020 11:00,0.2275
29-02-2020 12:00,0.1305
29-02-2020 13:00,0.1686
29-02-2020 14:00,0.2347
29-02-2020 15:00,0.212
29-02-2020 16:00,0.1944
29-02-2020 17:00,0.2099
29-02-2020 18:00,0.2657
29-02-2020 19:00,0.2942
29-02-2020 20:00,0.9515
29-02-2020 21:00,0.2743
29-02-2020 22:00,0.2153
29-02-2020 23:00,0.0978
01-03-2020 00:00,0.1026
01-03-2020 01:00,0.0975
01-03-2020 02:00,0.0981
01-03-2020 03:00,0.1015
01-03-2020 04:00,0.0949
01-03-2020 05:00,0.0938
01-03-2020 06:00,0.0898
01-03-2020 07:00,0.1456
01-03-2020 08:00,0.194
01-03-2020 09:00,0.5953
01-03-2020 10:00,0.2939
01-03-2020 11:00,0.1914
01-03-2020 12:00,0.1366
01-03-2020 13:00,0.1011
01-03-2020 14:00,0.1341
01-03-2020 15:00,0.1241
01-03-2020 16:00,0.1169
01-03-2020 17:00,0.1294
01-03-2020 18:00,0.1308
01-03-2020 19:00,0.1214
01-03-2020 20:00,0.1288
01-03-2020 21:00,0.1443
01-03-2020 22:00,0.5284
01-03-2020 23:00,0.2964
02-03-2020 00:00,0.0937
02-03-2020 01:00,0.0958
02-03-2020 02:00,0.0956
02-03-2020 03:00,0.0846
02-03-2020 04:00,0.0948
02-03-2020 05:00,0.0933
02-03-2020 06:00,0.1029
02-03-2020 07:00,0.0849
02-03-2020 08:00,0.1983
02-03-2020 09:00,0.1575
02-03-2020 10:00,0.1472
02-03-2020 11:00,0.5296
02-03-2020 12:00,0.6954
02-03-2020 13:00,0.2851
02-03-2020 14:00,0.1754
02-03-2020 15:00,0.2873
02-03-2020 16:00,0.2525
02-03-2020 17:00,0.25
02-03-2020 18:00,0.181
02-03-2020 19:00,0.3436
02-03-2020 20:00,0.2228
02-03-2020 21:00,0.2345
02-03-2020 22:00,0.238
02-03-2020 23:00,0.1872
03-03-2020 00:00,0.1325
03-03-2020 01:00,0.0786
03-03-2020 02:00,0.1078
03-03-2020 03:00,0.0987
03-03-2020 04:00,0.1007
03-03-2020 05:00,0.0785
03-03-2020 06:00,0.1005
03-03-2020 07:00,0.118
03-03-2020 08:00,0.1734
03-03-2020 09:00,0.1911
03-03-2020 10:00,0.1468
03-03-2020 11:00,0.1678
03-03-2020 12:00,0.1418
03-03-2020 13:00,0.1047
03-03-2020 14:00,0.1126
03-03-2020 15:00,0.1195
03-03-2020 16:00,0.109
03-03-2020 17:00,0.2396
03-03-2020 18:00,0.2366
03-03-2020 19:00,0.2053
03-03-2020 20:00,0.1208
03-03-2020 21:00,0.1514
03-03-2020 22:00,0.1086
03-03-2020 23:00,0.0928
04-03-2020 00:00,0.088
04-03-2020 01:00,0.0858
04-03-2020 02:00,0.0997
04-03-2020 03:00,0.1037
04-03-2020 04:00,0.0744
04-03-2020 05:00,0.1031
04-03-2020 06:00,0.1613
04-03-2020 07:00,0.1348
04-03-2020 08:00,0.4172
04-03-2020 09:00,0.2233
04-03-2020 10:00,0.1811
04-03-2020 11:00,0.1967
04-03-2020 12:00,0.3398
04-03-2020 13:00,0.2189
04-03-2020 14:00,0.1954
04-03-2020 15:00,0.2004
04-03-2020 16:00,0.2059
04-03-2020 17:00,0.2495
04-03-2020 18:00,0.2572
04-03-2020 19:00,0.4195
04-03-2020 20:00,0.2932
04-03-2020 21:00,0.2256
04-03-2020 22:00,0.2238
04-03-2020 23:00,0.0905
05-03-2020 00:00,0.091
05-03-2020 01:00,0.0918
05-03-2020 02:00,0.0975
05-03-2020 03:00,0.1018
05-03-2020 04:00,0.0978
05-03-2020 05:00,0.08
05-03-2020 06:00,0.1034
05-03-2020 07:00,0.1365
05-03-2020 08:00,0.1815
05-03-2020 09:00,0.1386
05-03-2020 10:00,0.1802
05-03-2020 11:00,0.4331
05-03-2020 12:00,0.5725
05-03-2020 13:00,0.0277
05-03-2020 14:00,0.0233
05-03-2020 15:00,0.1492
05-03-2020 16:00,0.1429
05-03-2020 17:00,0.2031
05-03-2020 18:00,0.2846
05-03-2020 19:00,0.2863
05-03-2020 20:00,0.1801
05-03-2020 21:00,0.2455
05-03-2020 22:00,0.2424
05-03-2020 23:00,0.1629
06-03-2020 00:00,0.0963
06-03-2020 01:00,0.1072
06-03-2020 02:00,0.1021
06-03-2020 03:00,0.0886
06-03-2020 04:00,0.0818
06-03-2020 05:00,0.1046
06-03-2020 06:00,0.1035
06-03-2020 07:00,0.1693
06-03-2020 08:00,0.246
06-03-2020 09:00,0.1614
06-03-2020 10:00,0.2089
06-03-2020 11:00,0.1673
06-03-2020 12:00,0.2218
06-03-2020 13:00,0.1235
06-03-2020 14:00,0.1267
06-03-2020 15:00,0.1437
06-03-2020 16:00,0.2392
06-03-2020 17:00,0.2897
06-03-2020 18:00,0.4375
06-03-2020 19:00,0.4062
06-03-2020 20:00,0.2451
06-03-2020 21:00,0.2251
06-03-2020 22:00,0.1782
06-03-2020 23:00,0.1043
07-03-2020 00:00,0.0863
07-03-2020 01:00,0.0971
07-03-2020 02:00,0.0967
07-03-2020 03:00,0.0926
07-03-2020 04:00,0.1036
07-03-2020 05:00,0.0743
07-03-2020 06:00,0.1073
07-03-2020 07:00,0.101
07-03-2020 08:00,0.1498
07-03-2020 09:00,0.1684
07-03-2020 10:00,0.7294
07-03-2020 11:00,1.1159
07-03-2020 12:00,0.1832
07-03-2020 13:00,0.1349
07-03-2020 14:00,0.1926
07-03-2020 15:00,0.2159
07-03-2020 16:00,0.2176
07-03-2020 17:00,0.2772
07-03-2020 18:00,0.7731
07-03-2020 19:00,0.8262
07-03-2020 20:00,0.2698
07-03-2020 21:00,0.2284
07-03-2020 22:00,0.0945
07-03-2020 23:00,0.0909
08-03-2020 00:00,0.0924
08-03-2020 01:00,0.1039
08-03-2020 02:00,0.0997
08-03-2020 03:00,0.0923
08-03-2020 04:00,0.0772
08-03-2020 05:00,0.1006
08-03-2020 06:00,0.092
08-03-2020 07:00,0.1039
08-03-2020 08:00,0.1574
08-03-2020 09:00,0.1842
08-03-2020 10:00,0.4697
08-03-2020 11:00,0.8552
08-03-2020 12:00,0.1024
08-03-2020 13:00,0.0857
08-03-2020 14:00,0.1227
08-03-2020 15:00,0.1193
08-03-2020 16:00,0.1121
08-03-2020 17:00,0.2005
08-03-2020 18:00,0.2966
08-03-2020 19:00,0.2756
08-03-2020 20:00,0.367
08-03-2020 21:00,0.3717
08-03-2020 22:00,0.189
08-03-2020 23:00,0.0908
09-03-2020 00:00,0.0859
09-03-2020 01:00,0.0863
09-03-2020 02:00,0.0971
09-03-2020 03:00,0.1021
09-03-2020 04:00,0.0911
09-03-2020 05:00,0.0768
09-03-2020 06:00,0.1101
09-03-2020 07:00,0.1804
09-03-2020 08:00,0.1564
09-03-2020 09:00,0.1239
09-03-2020 10:00,0.1436
09-03-2020 11:00,0.3537
09-03-2020 12:00,0.2678
09-03-2020 13:00,0.1139
09-03-2020 14:00,0.1619
09-03-2020 15:00,0.1566
09-03-2020 16:00,0.1236
09-03-2020 17:00,0.563
09-03-2020 18:00,0.1717
09-03-2020 19:00,0.2861
09-03-2020 20:00,0.3218
09-03-2020 21:00,0.2394
09-03-2020 22:00,0.1024
09-03-2020 23:00,0.0914
10-03-2020 00:00,0.0848
10-03-2020 01:00,0.097
10-03-2020 02:00,0.1024
10-03-2020 03:00,0.0994
10-03-2020 04:00,0.0771
10-03-2020 05:00,0.1048
10-03-2020 06:00,0.0918
10-03-2020 07:00,0.1345
10-03-2020 08:00,0.1076
10-03-2020 09:00,0.193
10-03-2020 10:00,0.1552
10-03-2020 11:00,0.2667
10-03-2020 12:00,0.1343
10-03-2020 13:00,0.1452
10-03-2020 14:00,0.1493
10-03-2020 15:00,0.0887
10-03-2020 16:00,0.1243
10-03-2020 17:00,0.1377
10-03-2020 18:00,0.723
10-03-2020 19:00,0.2727
10-03-2020 20:00,0.2838
10-03-2020 21:00,0.2919
10-03-2020 22:00,0.2575
10-03-2020 23:00,0.0975
11-03-2020 00:00,0.0991
11-03-2020 01:00,0.1034
11-03-2020 02:00,0.09
11-03-2020 03:00,0.0798
11-03-2020 04:00,0.0946
11-03-2020 05:00,0.0922
11-03-2020 06:00,0.1215
11-03-2020 07:00,0.1802
11-03-2020 08:00,0.1434
11-03-2020 09:00,0.1368
11-03-2020 10:00,0.148
11-03-2020 11:00,0.827
11-03-2020 12:00,0.1527
11-03-2020 13:00,0.1251
11-03-2020 14:00,0.2194
11-03-2020 15:00,0.1046
11-03-2020 16:00,0.1345
11-03-2020 17:00,0.1672
11-03-2020 18:00,0.7259
11-03-2020 19:00,0.4195
11-03-2020 20:00,0.2831
11-03-2020 21:00,0.2203
11-03-2020 22:00,0.1067
11-03-2020 23:00,0.1013
12-03-2020 00:00,0.1015
12-03-2020 01:00,0.0887
12-03-2020 02:00,0.0797
12-03-2020 03:00,0.0987
12-03-2020 04:00,0.0989
12-03-2020 05:00,0.0947
12-03-2020 06:00,0.0832
12-03-2020 07:00,0.18
12-03-2020 08:00,0.604
12-03-2020 09:00,0.1911
12-03-2020 10:00,0.4318
12-03-2020 11:00,0.1365
12-03-2020 12:00,0.1592
12-03-2020 13:00,0.1322
12-03-2020 14:00,0.1283
12-03-2020 15:00,0.1524
12-03-2020 16:00,0.1328
12-03-2020 17:00,0.2573
12-03-2020 18:00,0.9762
12-03-2020 19:00,0.2857
12-03-2020 20:00,0.2406
12-03-2020 21:00,0.2384
12-03-2020 22:00,0.0992
12-03-2020 23:00,0.0848
13-03-2020 00:00,0.0849
13-03-2020 01:00,0.0858
13-03-2020 02:00,0.0828
13-03-2020 03:00,0.08
13-03-2020 04:00,0.0838
13-03-2020 05:00,0.0928
13-03-2020 06:00,0.0976
13-03-2020 07:00,0.1863
13-03-2020 08:00,0.1329
13-03-2020 09:00,0.1272
13-03-2020 10:00,0.1387
13-03-2020 11:00,0.1858
13-03-2020 12:00,0.8315
13-03-2020 13:00,0.1769
13-03-2020 14:00,0.129
13-03-2020 15:00,0.1718
13-03-2020 16:00,0.1361
13-03-2020 17:00,0.1237
13-03-2020 18:00,0.1884
13-03-2020 19:00,0.2738
13-03-2020 20:00,0.3006
13-03-2020 21:00,0.277
13-03-2020 22:00,0.1552
13-03-2020 23:00,0.0967
14-03-2020 00:00,0.1012
14-03-2020 01:00,0.1058
14-03-2020 02:00,0.0962
14-03-2020 03:00,0.1073
14-03-2020 04:00,0.1024
14-03-2020 05:00,0.0993
14-03-2020 06:00,0.0979
14-03-2020 07:00,0.2055
14-03-2020 08:00,0.1608
14-03-2020 09:00,0.1407
14-03-2020 10:00,0.142
14-03-2020 11:00,0.1687
14-03-2020 12:00,0.1996
14-03-2020 13:00,0.2737
14-03-2020 14:00,0.1344
14-03-2020 15:00,0.1674
14-03-2020 16:00,0.1626
14-03-2020 17:00,0.1419
14-03-2020 18:00,0.1686
14-03-2020 19:00,0.1855
14-03-2020 20:00,0.2667
14-03-2020 21:00,0.1921
14-03-2020 22:00,0.1113
14-03-2020 23:00,0.106
15-03-2020 00:00,0.0932
15-03-2020 01:00,0.0617
15-03-2020 02:00,0.05
15-03-2020 03:00,0.0456
15-03-2020 04:00,0.0438
15-03-2020 05:00,0.0412
15-03-2020 06:00,0.046
15-03-2020 07:00,0.3635
15-03-2020 08:00,0.1602
15-03-2020 09:00,0.086
15-03-2020 10:00,0.0839
15-03-2020 11:00,0.0761
15-03-2020 12:00,0.3364
15-03-2020 13:00,0.0756
15-03-2020 14:00,0.0552
15-03-2020 15:00,0.0644
15-03-2020 16:00,0.0988
15-03-2020 17:00,0.1401
15-03-2020 18:00,0.1375
15-03-2020 19:00,0.1336
15-03-2020 20:00,0.211
15-03-2020 21:00,0.1204
15-03-2020 22:00,0.0998
15-03-2020 23:00,0.0471
16-03-2020 00:00,0.0521
16-03-2020 01:00,0.0436
16-03-2020 02:00,0.0449
16-03-2020 03:00,0.046
16-03-2020 04:00,0.0515
16-03-2020 05:00,0.049
16-03-2020 06:00,0.052
16-03-2020 07:00,0.0955
16-03-2020 08:00,0.0787
16-03-2020 09:00,0.0835
16-03-2020 10:00,0.0849
16-03-2020 11:00,0.1177
16-03-2020 12:00,0.1548
16-03-2020 13:00,0.0687
16-03-2020 14:00,0.2516
16-03-2020 15:00,0.1311
16-03-2020 16:00,0.0961
16-03-2020 17:00,0.2065
16-03-2020 18:00,0.4205
16-03-2020 19:00,0.2957
16-03-2020 20:00,0.2544
16-03-2020 21:00,0.1912
16-03-2020 22:00,0.0943
16-03-2020 23:00,0.0986
17-03-2020 00:00,0.0943
17-03-2020 01:00,0.0976
17-03-2020 02:00,0.0933
17-03-2020 03:00,0.106
17-03-2020 04:00,0.0941
17-03-2020 05:00,0.0845
17-03-2020 06:00,0.0866
17-03-2020 07:00,0.4841
17-03-2020 08:00,0.7625
17-03-2020 09:00,0.3814
17-03-2020 10:00,0.1081
17-03-2020 11:00,0.1666
17-03-2020 12:00,0.1195
17-03-2020 13:00,0.1845
17-03-2020 14:00,0.1123
17-03-2020 15:00,0.1601
17-03-2020 16:00,0.1533
17-03-2020 17:00,0.2111
17-03-2020 18:00,0.2126
17-03-2020 19:00,0.2631
17-03-2020 20:00,0.291
17-03-2020 21:00,0.2207
17-03-2020 22:00,0.1415
17-03-2020 23:00,0.0968
18-03-2020 00:00,0.0925
18-03-2020 01:00,0.1044
18-03-2020 02:00,0.0841
18-03-2020 03:00,0.084
18-03-2020 04:00,0.0924
18-03-2020 05:00,0.1065
18-03-2020 06:00,0.1423
18-03-2020 07:00,0.1262
18-03-2020 08:00,0.1283
18-03-2020 09:00,0.1509
18-03-2020 10:00,0.1269
18-03-2020 11:00,0.1476
18-03-2020 12:00,0.2113
18-03-2020 13:00,0.1068
18-03-2020 14:00,0.0875
18-03-2020 15:00,0.113
18-03-2020 16:00,0.157
18-03-2020 17:00,0.2039
18-03-2020 18:00,0.2422
18-03-2020 19:00,0.3784
18-03-2020 20:00,0.2433
18-03-2020 21:00,0.3021
18-03-2020 22:00,0.3013
18-03-2020 23:00,0.028
19-03-2020 00:00,0.055
19-03-2020 01:00,0.0722
19-03-2020 02:00,0.0641
19-03-2020 03:00,0.0476
19-03-2020 04:00,0.0729
19-03-2020 05:00,0.0487
19-03-2020 06:00,0.068
19-03-2020 07:00,0.1833
19-03-2020 08:00,0.2566
19-03-2020 09:00,0.6189
19-03-2020 10:00,0.1427
19-03-2020 11:00,0.1153
19-03-2020 12:00,0.0835
19-03-2020 13:00,0.1103
19-03-2020 14:00,0.1841
19-03-2020 15:00,0.1524
19-03-2020 16:00,0.1328
19-03-2020 17:00,0.7941
19-03-2020 18:00,0.2489
19-03-2020 19:00,0.2246
19-03-2020 20:00,0.2436
19-03-2020 21:00,0.2384
19-03-2020 22:00,0.0992
19-03-2020 23:00,0.3611
20-03-2020 00:00,0.0687
20-03-2020 01:00,0.0589
20-03-2020 02:00,0.0418
20-03-2020 03:00,0.07
20-03-2020 04:00,0.0583
20-03-2020 05:00,0.0618
20-03-2020 06:00,0.0957
20-03-2020 07:00,0.528
20-03-2020 08:00,0.1205
20-03-2020 09:00,0.1243
20-03-2020 10:00,0.531
20-03-2020 11:00,0.5109
20-03-2020 12:00,0.1967
20-03-2020 13:00,0.0896
20-03-2020 14:00,0.1114
20-03-2020 15:00,0.102
20-03-2020 16:00,0.1777
20-03-2020 17:00,0.2118
20-03-2020 18:00,0.222
20-03-2020 19:00,0.372
20-03-2020 20:00,0.2196
20-03-2020 21:00,0.1644
20-03-2020 22:00,0.0785
20-03-2020 23:00,0.0656
21-03-2020 00:00,0.0587
21-03-2020 01:00,0.0547
21-03-2020 02:00,0.0592
21-03-2020 03:00,0.0659
21-03-2020 04:00,0.0717
21-03-2020 05:00,0.0611
21-03-2020 06:00,0.062
21-03-2020 07:00,0.131
21-03-2020 08:00,0.1272
21-03-2020 09:00,0.0963
21-03-2020 10:00,0.1389
21-03-2020 11:00,0.1248
21-03-2020 12:00,0.117
21-03-2020 13:00,0.0893
21-03-2020 14:00,0.0876
21-03-2020 15:00,0.0956
21-03-2020 16:00,0.1232
21-03-2020 17:00,0.1805
21-03-2020 18:00,0.1893
21-03-2020 19:00,0.1589
21-03-2020 20:00,0.2424
21-03-2020 21:00,0.2435
21-03-2020 22:00,0.2123
21-03-2020 23:00,0.0655
22-03-2020 00:00,0.072
22-03-2020 01:00,0.0595
22-03-2020 02:00,0.0453
22-03-2020 03:00,0.0619
22-03-2020 04:00,0.0587
22-03-2020 05:00,0.0678
22-03-2020 06:00,0.0615
22-03-2020 07:00,0.5254
22-03-2020 08:00,0.1628
22-03-2020 09:00,0.7775
22-03-2020 10:00,0.1371
22-03-2020 11:00,0.1097
22-03-2020 12:00,0.099
22-03-2020 13:00,0.0929
22-03-2020 14:00,0.0885
22-03-2020 15:00,0.0979
22-03-2020 16:00,0.1029
22-03-2020 17:00,0.1389
22-03-2020 18:00,0.2411
22-03-2020 19:00,0.1971
22-03-2020 20:00,0.3526
22-03-2020 21:00,0.2072
22-03-2020 22:00,0.1611
22-03-2020 23:00,0.0918
23-03-2020 00:00,0.0528
23-03-2020 01:00,0.0546
23-03-2020 02:00,0.0643
23-03-2020 03:00,0.1648
23-03-2020 04:00,0.1578
23-03-2020 05:00,0.1598
23-03-2020 06:00,0.1563
23-03-2020 07:00,0.1707
23-03-2020 08:00,0.1641
23-03-2020 09:00,0.1331
23-03-2020 10:00,0.6018
23-03-2020 11:00,0.1255
23-03-2020 12:00,0.2375
23-03-2020 13:00,0.1053
23-03-2020 14:00,0.0937
23-03-2020 15:00,0.1123
23-03-2020 16:00,0.1081
23-03-2020 17:00,0.1795
23-03-2020 18:00,0.274
23-03-2020 19:00,0.8129
23-03-2020 20:00,0.2266
23-03-2020 21:00,0.229
23-03-2020 22:00,0.1394
23-03-2020 23:00,0.0661
24-03-2020 00:00,0.0564
24-03-2020 01:00,0.0513
24-03-2020 02:00,0.0624
24-03-2020 03:00,0.0669
24-03-2020 04:00,0.0634
24-03-2020 05:00,0.058
24-03-2020 06:00,0.0542
24-03-2020 07:00,0.1165
24-03-2020 08:00,0.2298
24-03-2020 09:00,0.1367
24-03-2020 10:00,0.109
24-03-2020 11:00,0.139
24-03-2020 12:00,0.1655
24-03-2020 13:00,0.1397
24-03-2020 14:00,0.0888
24-03-2020 15:00,0.1874
24-03-2020 16:00,0.1893
24-03-2020 17:00,0.2142
24-03-2020 18:00,0.2006
24-03-2020 19:00,0.2133
24-03-2020 20:00,0.25
24-03-2020 21:00,0.1966
24-03-2020 22:00,0.0653
24-03-2020 23:00,0.0635
25-03-2020 00:00,0.0446
25-03-2020 01:00,0.055
25-03-2020 02:00,0.0737
25-03-2020 03:00,0.0505
25-03-2020 04:00,0.05
25-03-2020 05:00,0.0645
25-03-2020 06:00,0.0611
25-03-2020 07:00,0.1419
25-03-2020 08:00,0.138
25-03-2020 09:00,0.1482
25-03-2020 10:00,0.6772
25-03-2020 11:00,0.5129
25-03-2020 12:00,0.3071
25-03-2020 13:00,0.3282
25-03-2020 14:00,0.1705
25-03-2020 15:00,0.219
25-03-2020 16:00,0.2199
25-03-2020 17:00,0.2282
25-03-2020 18:00,0.2138
25-03-2020 19:00,0.2505
25-03-2020 20:00,0.2327
25-03-2020 21:00,0.1549
25-03-2020 22:00,0.088
25-03-2020 23:00,0.0524
26-03-2020 00:00,0.055
26-03-2020 01:00,0.0722
26-03-2020 02:00,0.0641
26-03-2020 03:00,0.0476
26-03-2020 04:00,0.0729
26-03-2020 05:00,0.0487
26-03-2020 06:00,0.068
26-03-2020 07:00,0.1833
26-03-2020 08:00,0.2566
26-03-2020 09:00,0.6189
26-03-2020 10:00,0.1427
26-03-2020 11:00,0.1153
26-03-2020 12:00,0.0835
26-03-2020 13:00,0.1103
26-03-2020 14:00,0.1841
26-03-2020 15:00,0.1524
26-03-2020 16:00,0.1328
26-03-2020 17:00,0.7941
26-03-2020 18:00,0.2489
26-03-2020 19:00,0.2246
26-03-2020 20:00,0.2436
26-03-2020 21:00,0.2384
26-03-2020 22:00,0.0992
26-03-2020 23:00,0.3611
27-03-2020 00:00,0.0617
27-03-2020 01:00,0.0638
27-03-2020 02:00,0.0407
27-03-2020 03:00,0.0689
27-03-2020 04:00,0.068
27-03-2020 05:00,0.0463
27-03-2020 06:00,0.0639
27-03-2020 07:00,0.0754
27-03-2020 08:00,0.166
27-03-2020 09:00,0.1463
27-03-2020 10:00,0.0968
27-03-2020 11:00,0.7459
27-03-2020 12:00,0.1605
27-03-2020 13:00,0.0827
27-03-2020 14:00,0.1223
27-03-2020 15:00,0.2081
27-03-2020 16:00,0.179
27-03-2020 17:00,0.2624
27-03-2020 18:00,0.2471
27-03-2020 19:00,0.3162
27-03-2020 20:00,0.2285
27-03-2020 21:00,0.1948
27-03-2020 22:00,0.1685
27-03-2020 23:00,0.1134
28-03-2020 00:00,0.0637
28-03-2020 01:00,0.0736
28-03-2020 02:00,0.0615
28-03-2020 03:00,0.0417
28-03-2020 04:00,0.0678
28-03-2020 05:00,0.0694
28-03-2020 06:00,0.0412
28-03-2020 07:00,0.1735
28-03-2020 08:00,0.1435
28-03-2020 09:00,0.8624
28-03-2020 10:00,0.4545
28-03-2020 11:00,0.1536
28-03-2020 12:00,0.0984
28-03-2020 13:00,0.0754
28-03-2020 14:00,0.1651
28-03-2020 15:00,0.16
28-03-2020 16:00,0.2193
28-03-2020 17:00,0.2346
28-03-2020 18:00,0.2627
28-03-2020 19:00,0.263
28-03-2020 20:00,0.2408
28-03-2020 21:00,0.2385
28-03-2020 22:00,0.2416
28-03-2020 23:00,0.1435
29-03-2020 00:00,0.0851
29-03-2020 01:00,0.086
29-03-2020 02:00,0.0955
29-03-2020 03:00,0.0988
29-03-2020 04:00,0.0965
29-03-2020 05:00,0.0912
29-03-2020 06:00,0.0771
29-03-2020 07:00,0.106
29-03-2020 08:00,0.1607
29-03-2020 09:00,0.1144
29-03-2020 10:00,0.1424
29-03-2020 11:00,0.1333
29-03-2020 12:00,0.1497
29-03-2020 13:00,0.1127
29-03-2020 14:00,0.0914
29-03-2020 15:00,0.1206
29-03-2020 16:00,0.0999
29-03-2020 17:00,0.1222
29-03-2020 18:00,0.2892
29-03-2020 19:00,0.3776
29-03-2020 20:00,0.348
29-03-2020 21:00,0.2115
29-03-2020 22:00,0.1859
29-03-2020 23:00,0.1237
30-03-2020 00:00,0.1064
30-03-2020 01:00,0.0872
30-03-2020 02:00,0.0815
30-03-2020 03:00,0.0935
30-03-2020 04:00,0.1058
30-03-2020 05:00,0.0965
30-03-2020 06:00,0.0758
30-03-2020 07:00,0.0919
30-03-2020 08:00,0.1585
30-03-2020 09:00,0.1657
30-03-2020 10:00,0.1233
30-03-2020 11:00,0.1572
30-03-2020 12:00,0.1195
30-03-2020 13:00,0.1098
30-03-2020 14:00,0.1227
30-03-2020 15:00,0.1154
30-03-2020 16:00,0.1397
30-03-2020 17:00,0.1315
30-03-2020 18:00,0.2518
30-03-2020 19:00,0.23
30-03-2020 20:00,0.2457
30-03-2020 21:00,0.3053
30-03-2020 22:00,0.1036
30-03-2020 23:00,0.0933
31-03-2020 00:00,0.0981
31-03-2020 01:00,0.0922
31-03-2020 02:00,0.0817
31-03-2020 03:00,0.0968
31-03-2020 04:00,0.0973
31-03-2020 05:00,0.0926
31-03-2020 06:00,0.1668
31-03-2020 07:00,0.1203
31-03-2020 08:00,0.1481
31-03-2020 09:00,0.6598
31-03-2020 10:00,0.1027
31-03-2020 11:00,0.2085
31-03-2020 12:00,0.1085
31-03-2020 13:00,0.0554
31-03-2020 14:00,0.0812
31-03-2020 15:00,0.1442
31-03-2020 16:00,0.1289
31-03-2020 17:00,0.1603
31-03-2020 18:00,0.9559
31-03-2020 19:00,0.247
31-03-2020 20:00,0.2485
31-03-2020 21:00,0.2566
31-03-2020 22:00,0.2134
31-03-2020 23:00,0.1565
